title,artist,streams,id,image,preview,popularity,url,release_date,artistId,rap,pop,rock,edm,latin,kpop,country
Never Be Like You,Flume,294087112,5WI2ltQIdwgzf1SNE76JyR,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,https://p.scdn.co/mp3-preview/b8bdc762015ebc81a392f4e95bf53074e0d3f8a8?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/5WI2ltQIdwgzf1SNE76JyR,2016-05-27,6nxWCVXbOlEVRexSbLsTer,,True,,True,,,
Put Your Records On,Ritt Momney,293904398,6AGOKlMZWLCaEJGnaROtF9,https://i.scdn.co/image/ab67616d0000b273d52d8eb3be188231e120dbbd,https://p.scdn.co/mp3-preview/5f8e41ff69918de51a17df2f9b4517c1fa319b9c?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9,2020-04-24,7MPGCB854Qo4alYMOPkBka,,True,,,,,
Permission to Dance,BTS,293654905,3XYRV7ZSHqIRDG87DKTtry,https://i.scdn.co/image/ab67616d0000b273a7e481899b7e0396f93d10b8,https://p.scdn.co/mp3-preview/d4eb140d131417cc1526bb791f0383eef18cf6da?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,2021-07-23,3Nrfpe0tUJi4K4DXYWgMUX,,True,,,,True,
Anyone,Justin Bieber,293543796,2WnAKZefdRHxtBEkRjFOHC,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431,https://p.scdn.co/mp3-preview/c04d6e3d75eaed3139c5e254767945c2fa90b8e4?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC,2021-03-19,1uNFoZAHBGtllmzznpCI3s,,True,,,,,
Moth To A Flame,Swedish House Mafia,293363587,0VO8gYVDSwM1Qdd2GsMoYK,https://i.scdn.co/image/ab67616d0000b273bd6f8ac82dc5fe1028c14f7d,https://p.scdn.co/mp3-preview/1115f3c666a5ec714e6c3a29121c863720c4059c?cid=e06033cb82944a2fabf676f565716d87,83.0,https://open.spotify.com/track/0VO8gYVDSwM1Qdd2GsMoYK,2022-04-15,1h6Cn3P4NGzXbaXidqURXs,,True,,True,,,
Hola - Remix,Dalex,293249385,17I27VXKtqXJHL6ReaG0eS,https://i.scdn.co/image/ab67616d0000b2734ff87c537b7a187063affff1,https://p.scdn.co/mp3-preview/0b2d30d6a8142f6fb9ade19e9abc4d0097800135?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/17I27VXKtqXJHL6ReaG0eS,2022-02-09,0KPX4Ucy9dk82uj4GpKesn,True,,,,True,,
Africa,TOTO,293200326,2374M0fQpWi3dLnB54qaLX,https://i.scdn.co/image/ab67616d0000b2734a052b99c042dc15f933145b,https://p.scdn.co/mp3-preview/86d951a680c33cca769822e0ef854c1b20301b32?cid=e06033cb82944a2fabf676f565716d87,86.0,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,1982-04-08,0PFtn5NtBbbUNbU9EAmIWF,,,True,,,,
Scars To Your Beautiful,Alessia Cara,293163265,0wI7QkCcs8FUQE1OkXUIqd,https://i.scdn.co/image/ab67616d0000b273d7ef1ffbd2a5821152f35ce1,https://p.scdn.co/mp3-preview/da7510a6987187086774a17a3f79cf6752ff1f87?cid=e06033cb82944a2fabf676f565716d87,82.0,https://open.spotify.com/track/0wI7QkCcs8FUQE1OkXUIqd,2015-11-13,2wUjUUtkb5lvLKcGKsKqsR,True,True,,,,,
Golden,Harry Styles,292249617,45S5WTQEGOB1VHr1Q4FuPl,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,https://p.scdn.co/mp3-preview/9f9a006b49587b8a7a916ea098af0a465e9a5da0?cid=e06033cb82944a2fabf676f565716d87,80.0,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl,2019-12-13,6KImCVD70vtIoJWnq6nGn3,,True,,,,,
Hymn for the Weekend,Coldplay,292233814,3RiPr603aXAoi4GHyXx0uy,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,https://p.scdn.co/mp3-preview/cb0aa0a64ef56a161fbe2b298174cd69d8a71a9d?cid=e06033cb82944a2fabf676f565716d87,85.0,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,2015-12-04,4gzpq5DPGxSnKTe4SA8HAU,,True,,,,,
Coco Chanel,Eladio Carrion,292192129,0PB0O24JqAuNdOAFVJljMS,https://i.scdn.co/image/ab67616d0000b273fc8563c0dc75d79e73c2dca0,https://p.scdn.co/mp3-preview/7daa6a8d0fa1d836a2bd4eea33e592fbfac312d3?cid=e06033cb82944a2fabf676f565716d87,85.0,https://open.spotify.com/track/0PB0O24JqAuNdOAFVJljMS,2023-03-17,5XJDexmWFLWOkjOEjOVX3e,True,,,,True,,
DUELE EL CORAZON,Enrique Iglesias,291315254,6YZdkObH88npeKrrkb8Ggf,https://i.scdn.co/image/ab67616d0000b2736f5d25a217398fb3886aec0e,https://p.scdn.co/mp3-preview/744fcc4bba2aead6a184ba56ad64271d5edbf3f4?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/6YZdkObH88npeKrrkb8Ggf,2016-04-18,7qG3b048QCHVRO5Pv1T5lw,,True,,True,True,,
Softcore,The Neighbourhood,291254239,2K7xn816oNHJZ0aVqdQsha,https://i.scdn.co/image/ab67616d0000b2739b6ac98a52f62d5cb473da40,https://p.scdn.co/mp3-preview/dd4996bcd5ea34f70d66213a698a4e9879f69907?cid=e06033cb82944a2fabf676f565716d87,87.0,https://open.spotify.com/track/2K7xn816oNHJZ0aVqdQsha,2018-11-02,77SW9BnxLY8rJ0RciFqkHh,,True,True,,,,
Get Into It (Yuh),Doja Cat,291076280,0W6I02J9xcqK8MtSeosEXb,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,https://p.scdn.co/mp3-preview/7d4974829ad00a6a06eac7970dd99fe1e4fde57f?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb,2021-06-25,5cj0lLjcoR7YOSnhnX0Po5,,True,,True,,,
Sobrio,Maluma,290956361,4HzqWEdAbzcVFDv0pvxV4w,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27,https://p.scdn.co/mp3-preview/517285a7b82570cf722a8a92301e03e54c7ad4f7?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w,2021-07-08,1r4hJ1h58CWwUQe3MxPuau,True,,,,True,,
Arms Around You,XXXTENTACION,290810103,2LskIZrCeLxRvCiGP8gxlh,https://i.scdn.co/image/ab67616d0000b27397edb4fc7ac3510ca4bb021c,https://p.scdn.co/mp3-preview/131be41817072969a8fd74f977174d664f3a6f59?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2018-10-25,15UsOTVnJzReFVN1VCnxy4,True,,,,,,
Yes Indeed,Lil Baby,290349656,6vN77lE9LK6HP2DewaN6HZ,https://i.scdn.co/image/ab67616d0000b2736cab41f8c84d6164976400d4,https://p.scdn.co/mp3-preview/4707ac392292a5eeec89cfd28f9096ebd4574ebc?cid=e06033cb82944a2fabf676f565716d87,83.0,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,2018-05-18,5f7VJjfbwm532GiveGC0ZK,True,,,,,,
Bounce Back,Big Sean,290259364,0SGkqnVQo9KPytSri1H6cF,https://i.scdn.co/image/ab67616d0000b273e572359074e5da958a922987,https://p.scdn.co/mp3-preview/0be5f48a05364d3c03d2231f27ced528959206b2?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-02-03,0c173mlxpT3dSFRgMO8XPh,True,True,,,,,
Te Robaré,Nicky Jam,290244899,4PJ3umtW1aWdfh5EITHc6T,https://i.scdn.co/image/ab67616d0000b273072a21c666bf2f7b3fababef,https://p.scdn.co/mp3-preview/6136759c639d53f5ac8a1fd6752e586593875b96?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/4PJ3umtW1aWdfh5EITHc6T,2019-11-01,1SupJlEpv7RS2tPNRaHViT,True,,,,True,,
Freaky Friday,Lil Dicky,290176541,6dbSBQXCctYSVryynHXaZ4,https://i.scdn.co/image/ab67616d0000b273306bbb03a74db2f049203224,https://p.scdn.co/mp3-preview/c18b159c39b8e601fbf2ccf42db5173f90a1b3ff?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/6dbSBQXCctYSVryynHXaZ4,2018-03-16,1tqhsYv8yBBdwANFNzHtcr,True,True,,,,,
Ella Quiere Beber - Remix,Anuel AA,289697724,3f5lA8nnc4YYF1qf78WpHw,https://i.scdn.co/image/ab67616d0000b273d869533523e26fcde1f055a4,https://p.scdn.co/mp3-preview/04c9b65481e290857618628f7e9f35cc69d70575?cid=e06033cb82944a2fabf676f565716d87,79.0,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2018-11-02,2R21vXR83lH98kGeO99Y66,True,,,,True,,
The Christmas Song (Merry Christmas To You),Nat King Cole,289052645,4PS1e8f2LvuTFgUs1Cn3ON,https://i.scdn.co/image/ab67616d0000b27330dc6027fd140c7ba68e900c,https://p.scdn.co/mp3-preview/aea9094e76314995f63cdc8f00f9397cd64becb2?cid=e06033cb82944a2fabf676f565716d87,90.0,https://open.spotify.com/track/4PS1e8f2LvuTFgUs1Cn3ON,1962,7v4imS0moSyGdXyLgVTIV7,,,,,,,
MAMACITA,Black Eyed Peas,288842182,14wf185UxfNbSy8dwt4r4q,https://i.scdn.co/image/ab67616d0000b2739d15726502d4c533bbc3f308,https://p.scdn.co/mp3-preview/41dceb0dfee0f9e042cfb7ea18433fa7e0584a70?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/14wf185UxfNbSy8dwt4r4q,2020-04-10,1yxSLGMDHlW21z4YXirZDS,True,True,,True,,,
Baby Don't Hurt Me,David Guetta,288816851,3BKD1PwArikchz2Zrlp1qi,https://i.scdn.co/image/ab67616d0000b2730b4ef75c3728599aa4104f7a,https://p.scdn.co/mp3-preview/a8f2e176e17e0f6298b42ef8e96118318fdd2b89?cid=e06033cb82944a2fabf676f565716d87,87.0,https://open.spotify.com/track/3BKD1PwArikchz2Zrlp1qi,2023-04-06,1Cs0zKBU1kc0i8ypK3B9ai,,True,,True,,,
Life Goes On,Oliver Tree,288324781,0eu4C55hL6x29mmeAjytzC,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc,https://p.scdn.co/mp3-preview/c04accf431dc01e6c87181f80d4c2d50d055bf47?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/0eu4C55hL6x29mmeAjytzC,2021-05-28,6TLwD7HPWuiOzvXEa3oCNe,True,,,,,,
Final Song,MØ,288284746,4qqArAiTPueDxIp7cf87h7,https://i.scdn.co/image/ab67616d0000b273b7a02217229178b771ed0d4c,https://p.scdn.co/mp3-preview/994ed3b99d5ef80d21fa2725ee15c2ca3e57a961?cid=e06033cb82944a2fabf676f565716d87,67.0,https://open.spotify.com/track/4qqArAiTPueDxIp7cf87h7,2016-05-13,0bdfiayQAKewqEvaU6rXCv,,True,,True,,,
Miénteme,TINI,288035516,6ebo7CQn4ILLGvXRmXHhQz,https://i.scdn.co/image/ab67616d0000b273f5409c637b9a7244e0c0d11d,https://p.scdn.co/mp3-preview/6b40d1110d20de7c439616919b5fbcd0f3f47988?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/6ebo7CQn4ILLGvXRmXHhQz,2023-02-16,7vXDAI8JwjW531ouMGbfcp,,,,,True,,
Players,Coi Leray,287699243,6UN73IYd0hZxLi8wFPMQij,https://i.scdn.co/image/ab67616d0000b2735626453d29a0124dea22fb1b,https://p.scdn.co/mp3-preview/3bab012ecf8da1bb3ab617bf8b9ba604d0c3fc2c?cid=e06033cb82944a2fabf676f565716d87,79.0,https://open.spotify.com/track/6UN73IYd0hZxLi8wFPMQij,2022-11-30,6AMd49uBDJfhf30Ak2QR5s,True,,,,,,
Rara Vez,Taiu,287497097,7MVIfkyzuUmQ716j8U7yGR,https://i.scdn.co/image/ab67616d0000b273d467bed4e6b2a01ea8569100,https://p.scdn.co/mp3-preview/803366478f0973a8fb4f981688e2e033e8c1964a?cid=e06033cb82944a2fabf676f565716d87,88.0,https://open.spotify.com/track/7MVIfkyzuUmQ716j8U7yGR,2023-02-08,5szJHKg5xeUlQ9pTqzdpic,True,,,,True,,
Finesse - Remix; feat. Cardi B,Bruno Mars,286887856,3Vo4wInECJQuz9BIBMOu8i,https://i.scdn.co/image/ab67616d0000b27347e522adf030a78615cdea06,https://p.scdn.co/mp3-preview/142595a5594e3ffec7c8a4ccd13bd1cb96fd9769?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,2017-12-20,0du5cEVh5yTK9QJze8zA0C,,True,,True,,,
There for You,Martin Garrix,286810077,6jA8HL9i4QGzsj6fjoxp8Y,https://i.scdn.co/image/ab67616d0000b27372c57da7edfe8e915182cdd4,https://p.scdn.co/mp3-preview/700c66cc14263266ba9dc8a6e497215c934abbac?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/6jA8HL9i4QGzsj6fjoxp8Y,2017-05-26,60d24wfXkVzDSfLS6hyCjZ,,True,,True,,,
Monotonía,Shakira,285796324,6G12ZafqofSq7YtrMqUm76,https://i.scdn.co/image/ab67616d0000b27327b5b57343431306a7f9daec,https://p.scdn.co/mp3-preview/f482b8d4735ff006289dac829bdfb9cdeb707624?cid=e06033cb82944a2fabf676f565716d87,82.0,https://open.spotify.com/track/6G12ZafqofSq7YtrMqUm76,2022-10-19,0EmeFodog0BfCgMzAIvKQp,,True,,True,True,,
Praise The Lord (Da Shine),A$AP Rocky,285754795,7ycWLEP1GsNjVvcjawXz3z,https://i.scdn.co/image/ab67616d0000b2739feadc48ab0661e9b3a9170b,https://p.scdn.co/mp3-preview/ba69e5d1385c353090c2c6c30d398501e611315d?cid=e06033cb82944a2fabf676f565716d87,84.0,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,2018-05-25,13ubrt8QOOCPljQ2FL1Kca,True,,,,,,
Adicto,Tainy,285634300,3jbT1Y5MoPwEIpZndDDwVq,https://i.scdn.co/image/ab67616d0000b27354e5aec17a447066f52874fb,https://p.scdn.co/mp3-preview/044050d033f7725f66380617b8675f87995608ef?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2019-08-22,0GM7qgcRCORpGnfcN2tCiB,True,,,,True,,
Take My Breath,The Weeknd,284136517,2vgUijXOTRMnWXDtvgMp2b,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://p.scdn.co/mp3-preview/ffdab474b4b1ac69aefda585361fd12556f7aa58?cid=e06033cb82944a2fabf676f565716d87,75.0,https://open.spotify.com/track/2vgUijXOTRMnWXDtvgMp2b,2022-01-06,1Xyo4u8uXC1ZmMpatF05PJ,True,True,,,,,
Him & I,G-Eazy,283979204,5k38wzpLb15YgncyWdTZE4,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,https://p.scdn.co/mp3-preview/f3b074fff3b73dfec619cf9a3ff72be8d6de2cb6?cid=e06033cb82944a2fabf676f565716d87,81.0,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4,2017-12-15,02kJSzxNuaWGqwubyUba0Z,True,True,,,,,
A Holly Jolly Christmas - Single Version,Burl Ives,283083906,4QlH7414dn8uPnSv3TUYTA,https://i.scdn.co/image/ab67616d0000b273efe2a536761d4f8e8401ae62,https://p.scdn.co/mp3-preview/36e9ef3468a8bf824bbdc8e4c7c9eb2366f6abbb?cid=e06033cb82944a2fabf676f565716d87,44.0,https://open.spotify.com/track/4QlH7414dn8uPnSv3TUYTA,1965-10-01,0MHgLfmQdutffmvWe5XBTN,,,,,,,
Good For You,Selena Gomez,282861904,578Eooad7oUyn4stovZiPg,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,https://p.scdn.co/mp3-preview/adfda3f9b3bf16151f347e78574aa6dd7185fe56?cid=e06033cb82944a2fabf676f565716d87,65.0,https://open.spotify.com/track/578Eooad7oUyn4stovZiPg,2015-10-09,0C8ZW7ezQVs4URX5aX7Kqx,,True,,,,,
After Dark,Mr.Kitty,282669315,2LKOHdMsL0K9KwcPRlJK2v,https://i.scdn.co/image/ab67616d0000b273b492477206075438e0751176,https://p.scdn.co/mp3-preview/eb9de15a4465f504ee0eadba93e7d265ee0ee6ba?cid=e06033cb82944a2fabf676f565716d87,84.0,https://open.spotify.com/track/2LKOHdMsL0K9KwcPRlJK2v,2014-10-06,0pWwt5vGNzezEhfAcc420Y,,,,,,,
No Se Va - En Vivo,Grupo Frontera,282406907,76kelNDs1ojicx1s6Urvck,https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,https://p.scdn.co/mp3-preview/1aa36481ad26b54ce635e7eb7d7360353c09d9ea?cid=e06033cb82944a2fabf676f565716d87,81.0,https://open.spotify.com/track/76kelNDs1ojicx1s6Urvck,2023-08-25,6XkjpgcEsYab502Vr1bBeW,,,,,,,
Sigues Con El,Arcángel,282401990,7sQKy5vlPQllr0k9IjYJv3,https://i.scdn.co/image/ab67616d0000b273cb757053249cfc9b5182d670,https://p.scdn.co/mp3-preview/fd822fdd7e23e51310dd5a7898387943f1c6e711?cid=e06033cb82944a2fabf676f565716d87,69.0,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2019-12-13,4SsVbpTthjScTS7U2hmr1X,True,,,,True,,
Flames,David Guetta,282339021,5LRz02mcn9MdmgB3Zwr8Eg,https://i.scdn.co/image/ab67616d0000b273da68dea7f183a17e669a9b5a,https://p.scdn.co/mp3-preview/faa72ab2b765d063838553a41229982e282b59a0?cid=e06033cb82944a2fabf676f565716d87,0.0,https://open.spotify.com/track/5LRz02mcn9MdmgB3Zwr8Eg,2023-12-01,1Cs0zKBU1kc0i8ypK3B9ai,,True,,True,,,
QUE PRETENDES,J Balvin,281478602,25ZAibhr3bdlMCLmubZDVt,https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,https://p.scdn.co/mp3-preview/90fcd20f44407fcbc5cedfee366274314bafbd09?cid=e06033cb82944a2fabf676f565716d87,80.0,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-06-28,1vyhD5VmyZ7KMfW5gqLgo5,True,,,,True,,
Por las Noches,Peso Pluma,281155645,2VzCjpKvPB1l1tqLndtAQa,https://i.scdn.co/image/ab67616d0000b273427d9aa38866b43ed45f6b0c,https://p.scdn.co/mp3-preview/ba2f667c373e2d12343ac00b162886caca060c93?cid=e06033cb82944a2fabf676f565716d87,85.0,https://open.spotify.com/track/2VzCjpKvPB1l1tqLndtAQa,2021-06-11,12GqGscKJx3aE4t07u7eVZ,,,,,,,
Mayores,Becky G,280737654,2AY1UAimvTqjJC8vDJsOyy,https://i.scdn.co/image/ab67616d0000b2739c8890c824bb9be2360e79c1,https://p.scdn.co/mp3-preview/b644fe5f305f534db455491b1211ff55c3d73bde?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/2AY1UAimvTqjJC8vDJsOyy,2019-10-18,4obzFoKoKRHIphyHzJ35G3,True,,,,True,,
My Love Mine All Mine,Mitski,280706375,3vkCueOmm7xQDoJ17W1Pm3,https://i.scdn.co/image/ab67616d0000b27334f21d3047d85440dfa37f10,https://p.scdn.co/mp3-preview/2f90c9a6a2b6e38554d3bc3cf7512c2c70ac67b9?cid=e06033cb82944a2fabf676f565716d87,98.0,https://open.spotify.com/track/3vkCueOmm7xQDoJ17W1Pm3,2023-09-15,2uYWxilOVlUdk4oV9DvwqK,,,,,,,
How Long,Charlie Puth,280441688,6wmAHw1szh5RCKSRjiXhPe,https://i.scdn.co/image/ab67616d0000b273897f73256b9128a9d70eaf66,https://p.scdn.co/mp3-preview/f7c09279fe91c88bb8a55062fbf368ec1087aeba?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/6wmAHw1szh5RCKSRjiXhPe,2018-05-11,6VuMaDnrHyPL1p4EHjYLi7,,True,,,,,
La Jeepeta - Remix,Nio Garcia,279693433,1mohfLaTJtB2RplHLQVM70,https://i.scdn.co/image/ab67616d0000b2735a89169ff864c80931b2b073,https://p.scdn.co/mp3-preview/841d0cf3bbbafbf0f836ba70a296cff416ec24ab?cid=e06033cb82944a2fabf676f565716d87,72.0,https://open.spotify.com/track/1mohfLaTJtB2RplHLQVM70,2020-04-24,5hdhHgpxyniooUiQVaPxQ0,True,,,,True,,
La Tóxica,Farruko,279685146,15OjBeqNX3bShsGYQbteRv,https://i.scdn.co/image/ab67616d0000b27300dbb42f00340f35ce0ec816,https://p.scdn.co/mp3-preview/1cfaf0578a0adcbeecb37884724c51a4e92a032b?cid=e06033cb82944a2fabf676f565716d87,66.0,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv,2020-07-24,329e4yvIujISKGKz1BZZbO,True,,,,True,,
Se Preparó,Ozuna,279445548,1m69ELEgE6k5ZWsap40ozt,https://i.scdn.co/image/ab67616d0000b273b0a875d7f1bfe4ec4aaffa48,https://p.scdn.co/mp3-preview/4f7fe3eb08c8f3619866bb90d53bc4e07b772c24?cid=e06033cb82944a2fabf676f565716d87,80.0,https://open.spotify.com/track/1m69ELEgE6k5ZWsap40ozt,2017-08-25,1i8SpTcr7yvPOmcqrbnVXY,True,True,,,True,,
Way 2 Sexy,Drake,279259509,0k1WUmIRnG3xU6fvvDVfRG,https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,https://p.scdn.co/mp3-preview/57185c92271e4695949b17b0c63a4d1acc4444b7?cid=e06033cb82944a2fabf676f565716d87,78.0,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG,2021-09-03,3TVXtAsR1Inumwj472S9r4,True,True,,,,,
Ain't Nobody (Loves Me Better),Felix Jaehn,279114391,3c8iiZGfEammKJuWTErE5x,https://i.scdn.co/image/ab67616d0000b2739713f1939e377cf85a2a5b16,https://p.scdn.co/mp3-preview/b9e0951e2c9d2dbf778b2a2b619a549ba78090f2?cid=e06033cb82944a2fabf676f565716d87,76.0,https://open.spotify.com/track/3c8iiZGfEammKJuWTErE5x,2018-02-16,4bL2B6hmLlMWnUEZnorEtG,,True,,True,,,
I Miss You,Clean Bandit,278895921,0Ult84lvFuqNvbyXwyRQ58,https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,https://p.scdn.co/mp3-preview/8130edc24ce3f1110a625364086ebbf58aa93f21?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/0Ult84lvFuqNvbyXwyRQ58,2018-11-30,6MDME20pz9RveH9rEXvrOM,,True,,True,,,
Giant,Calvin Harris,278801574,5itOtNx0WxtJmi1TQ3RuRd,https://i.scdn.co/image/ab67616d0000b273a9a9d8a16c0b4146fb707c02,https://p.scdn.co/mp3-preview/5b1a4dd1d2707b17c9115dcb62ed4a4525e69d9c?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-01-11,7CajNmpbOovFoOoasH2HaY,,True,,True,,,
"1, 2, 3",Sofía Reyes,278716494,4QtiVmuA88tPQiCOHZuQ5b,https://i.scdn.co/image/ab67616d0000b273775d1e288c04237d896e8357,https://p.scdn.co/mp3-preview/c4e146731b6ef5c999c7fb1ff97a59e6b5b41bf0?cid=e06033cb82944a2fabf676f565716d87,70.0,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,2018-02-16,0haZhu4fFKt0Ag94kZDiz2,,True,,,True,,
Under Pressure - Remastered,Queen,277835139,11IzgLRXV7Cgek3tEgGgjw,https://i.scdn.co/image/ab67616d0000b273a1e05e1048e2cf2737adf742,https://p.scdn.co/mp3-preview/6b3a25adca43bda5cdb476b5daef1f898b1e5571?cid=e06033cb82944a2fabf676f565716d87,74.0,https://open.spotify.com/track/11IzgLRXV7Cgek3tEgGgjw,1982-05-03,1dfeR4HaWDbWqFHLkxsg1d,,,True,,,,
Be Kind,Marshmello,277186255,3Z8FwOEN59mRMxDCtb8N0A,https://i.scdn.co/image/ab67616d0000b273fdf2e993e10e67396b3bf759,https://p.scdn.co/mp3-preview/37d51f0f989fc7af03e9f1cec548fde3b4fb01ed?cid=e06033cb82944a2fabf676f565716d87,76.0,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A,2020-05-01,64KEffDW9EtZ1y2vBYgq8T,,True,,True,,,
Say Yes To Heaven,Lana Del Rey,276996163,6GGtHZgBycCgGBUhZo81xe,https://i.scdn.co/image/ab67616d0000b273aa27708d07f49c82ff0d0dae,https://p.scdn.co/mp3-preview/ebc7b240dcbd586c553da04940c7f5c5112be917?cid=e06033cb82944a2fabf676f565716d87,89.0,https://open.spotify.com/track/6GGtHZgBycCgGBUhZo81xe,2023-05-19,00FQb4jTyendYWaN8pK0wa,,True,,,,,
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,276851056,2Z8yfpFX0ZMavHkcIeHiO1,https://i.scdn.co/image/ab67616d0000b27312e57573cbc551c187a96107,https://p.scdn.co/mp3-preview/1d88b53ff29099f2f07ab014074921a6ae2598d6?cid=e06033cb82944a2fabf676f565716d87,71.0,https://open.spotify.com/track/2Z8yfpFX0ZMavHkcIeHiO1,2020-11-20,7n2wHs1TKAczGzO7Dd2rGr,,True,,,,,
Go Crazy,Chris Brown,276347219,1IIKrJVP1C9N7iPtG6eOsK,https://i.scdn.co/image/ab67616d0000b27363e0ddbb488d0eeec0e738fc,https://p.scdn.co/mp3-preview/5953ca484a09698a5e34c5ac585e3ecddbae8b37?cid=e06033cb82944a2fabf676f565716d87,77.0,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK,2020-05-08,7bXgB6jMjp9ATFy66eO08Z,True,,,,,,
Falling Down - Bonus Track,Lil Peep,275602442,4jvjzW7Hm0yK4LvvE0Paz9,https://i.scdn.co/image/ab67616d0000b27355e36b0dc5b0ef008fc85319,https://p.scdn.co/mp3-preview/9404f45725ef5d46e29a539c7da1fc4315cf5a69?cid=e06033cb82944a2fabf676f565716d87,82.0,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9,2018-11-09,2kCcBybjl3SAtIcwdWpUe3,True,,,,,,
Bad Liar,Imagine Dragons,275242403,2RSHsoi04658QL5xgQVov3,https://i.scdn.co/image/ab67616d0000b273da6f73a25f4c79d0e6b4a8bd,https://p.scdn.co/mp3-preview/56413ec463879763e7f9f347f82675e2cff6654c?cid=e06033cb82944a2fabf676f565716d87,83.0,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3,2018-11-09,53XhwfbYqKCa1cC15pYq2q,,True,True,,,,
BEBE,6ix9ine,275011737,4jCodMLVA5tV5MhPrspTfV,https://i.scdn.co/image/ab67616d0000b2730a4da3f1a72e4ecaabb76370,https://p.scdn.co/mp3-preview/9e463da6ecc4bcf8653893456959d035d11893f6?cid=e06033cb82944a2fabf676f565716d87,70.0,https://open.spotify.com/track/4jCodMLVA5tV5MhPrspTfV,2018,7gZfnEnfiaHzxARJ2LeXrf,True,,,,,,
